Harga,Kelurahan,Kecamatan,Kota,Kamar Tidur,Luas Bangunan,Hak Guna,Harga per m2
Rp225 Jt,Kel. Pegangsaan Dua,Kec. Kelapa Gading,Kota Jakarta Utara,2 Kamar Tidur,Luas Bangunan 35m,Sertifikat Hak Milik,"Rp6,4 Jt/m²"
Rp390 Jt,Kec. Cempaka Putih,Kota Jakarta Pusat,N/A,2 Kamar Tidur,Luas Bangunan 34m,N/A,"Rp11,5 Jt/m²"
Rp399 Jt,Kec. Cempaka Putih,Kota Jakarta Pusat,N/A,2 Kamar Tidur,Luas Bangunan 34m,N/A,"Rp11,7 Jt/m²"
Rp270 Jt,Kec. Pulogadung (Pulo Gadung),Kota Jakarta Timur,N/A,2 Kamar Tidur,Luas Bangunan 36m,Hak Guna Bangunan,"Rp7,5 Jt/m²"
"Rp2,9 M",Kec. Cilandak,Kota Jakarta Selatan,N/A,2 Kamar Tidur,Luas Bangunan 55m,N/A,"Rp52,7 Jt/m²"
"Rp1,6 M",Kel. Pondok Labu,Kec. Cilandak,Kota Jakarta Selatan,1 Kamar Tidur,Luas Bangunan 39m,N/A,Rp41 Jt/m²
"Rp1,6 M",Kel. Pondok Labu,Kec. Cilandak,Kota Jakarta Selatan,1 Kamar Tidur,Luas Bangunan 39m,N/A,Rp41 Jt/m²
Rp1 M,Kel. Kemayoran,Kec. Kemayoran,Kota Jakarta Pusat,1 Kamar Tidur,Luas Bangunan 73m,N/A,"Rp13,7 Jt/m²"
Rp335 Jt,Kel. Sunter Agung,Kec. Tanjung Priok,Kota Jakarta Utara,2 Kamar Tidur,Luas Bangunan 21m,Sertifikat Hak Milik,Rp16 Jt/m²
"Rp2,8 M",Kec. Senen,Kota Jakarta Pusat,N/A,4 Kamar Tidur,Luas Bangunan 300m,Hak Guna Bangunan,"Rp9,5 Jt/m²"
"Rp3,6 M",Kec. Kelapa Gading,Kota Jakarta Utara,N/A,3 Kamar Tidur,Luas Bangunan 105m,N/A,"Rp34,3 Jt/m²"
Rp250 Jt,Kel. Pulo Gebang,Kec. Cakung,Kota Jakarta Timur,1 Kamar Tidur,Luas Bangunan 30m,N/A,"Rp8,3 Jt/m²"
Rp480 Jt,Kel. Cipinang Besar Selatan,Kec. Jatinegara,Kota Jakarta Timur,1 Kamar Tidur,Luas Bangunan 28m,Sertifikat Hak Milik,"Rp17,1 Jt/m²"
"Rp1,5 M",Kec. Kramatjati (Kramat Jati),Kota Jakarta Timur,N/A,2 Kamar Tidur,Luas Bangunan 51m,Sertifikat Hak Milik,"Rp30,9 Jt/m²"
Rp250 Jt,Kec. Cakung,Kota Jakarta Timur,N/A,1 Kamar Tidur,Luas Bangunan 30m,N/A,"Rp8,3 Jt/m²"
Rp250 Jt,Kec. Cakung,Kota Jakarta Timur,N/A,1 Kamar Tidur,Luas Bangunan 30m,N/A,"Rp8,3 Jt/m²"
Rp6 M,Kec. Kelapa Gading,Kota Jakarta Utara,N/A,3 Kamar Tidur,Luas Bangunan 156m,Sertifikat Hak Milik,"Rp38,5 Jt/m²"
Rp6 M,Kec. Kelapa Gading,Kota Jakarta Utara,N/A,3 Kamar Tidur,Luas Bangunan 156m,Sertifikat Hak Milik,"Rp38,5 Jt/m²"
"Rp2,5 M",Kel. Senayan,Kec. Kebayoran Baru,Kota Jakarta Selatan,1 Kamar Tidur,Luas Bangunan 85m,Sertifikat Hak Milik,"Rp29,4 Jt/m²"
Rp335 Jt,Kel. Sunter Agung,Kec. Tanjung Priok,Kota Jakarta Utara,1 Kamar Tidur,Luas Bangunan 21m,Sertifikat Hak Milik,Rp16 Jt/m²
Rp200 Jt,Kel. Pegangsaan Dua,Kec. Kelapa Gading,Kota Jakarta Utara,2 Kamar Tidur,Luas Bangunan 36m,Sertifikat Hak Milik,"Rp5,6 Jt/m²"
Rp530 Jt,Kel. Cipinang Cempedak,Kec. Jatinegara,Kota Jakarta Timur,1 Kamar Tidur,Luas Bangunan 28m,Sertifikat Hak Milik,"Rp18,9 Jt/m²"
Rp975 Jt,Kel. Kebon Kosong,Kec. Kemayoran,Kota Jakarta Pusat,3 Kamar Tidur,Luas Bangunan 90m,N/A,"Rp10,8 Jt/m²"
"Rp1,6 M",Kel. Cawang,Kec. Kramatjati (Kramat Jati),Kota Jakarta Timur,2 Kamar Tidur,Luas Bangunan 43m,Sertifikat Hak Milik,"Rp37,2 Jt/m²"
Rp420 Jt,Kel. Rawasari,Kec. Cempaka Putih,Kota Jakarta Pusat,2 Kamar Tidur,Luas Bangunan 33m,N/A,"Rp12,7 Jt/m²"
Rp950 Jt,Kel. Mampang Prapatan,Kec. Mampang Prapatan,Kota Jakarta Selatan,1 Kamar Tidur,Luas Bangunan 35m,Hak Guna Bangunan,"Rp27,1 Jt/m²"
"Rp1,1 M",Kel. Kemayoran,Kec. Kemayoran,Kota Jakarta Pusat,3 Kamar Tidur,Luas Bangunan 100m,Hak Guna Bangunan,Rp11 Jt/m²
Rp410 Jt,Kel. Cipinang Besar Selatan,Kec. Jatinegara,Kota Jakarta Timur,2 Kamar Tidur,Luas Bangunan 34m,Sertifikat Hak Milik,"Rp12,1 Jt/m²"
Rp475 Jt,Kel. Cempaka Putih Timur,Kec. Cempaka Putih,Kota Jakarta Pusat,2 Kamar Tidur,Luas Bangunan 33m,N/A,"Rp14,4 Jt/m²"
Rp525 Jt,Kel. Rawasari,Kec. Cempaka Putih,Kota Jakarta Pusat,2 Kamar Tidur,Luas Bangunan 33m,Hak Guna Bangunan,"Rp15,9 Jt/m²"
Rp600 Jt,Kel. Cipinang Besar Selatan,Kec. Jatinegara,Kota Jakarta Timur,2 Kamar Tidur,Luas Bangunan 34m,Sertifikat Hak Milik,"Rp17,6 Jt/m²"
Rp990 Jt,Kel. Pademangan Timur,Kec. Pademangan,Kota Jakarta Utara,2 Kamar Tidur,Luas Bangunan 76m,Hak Guna Bangunan,Rp13 Jt/m²
Rp1 M,Kel. Setia Budi (Setiabudi),Kec. Setiabudi (Setia Budi),Kota Jakarta Selatan,2 Kamar Tidur,Luas Bangunan 60m,Strata,"Rp16,7 Jt/m²"
Rp6 M,Kel. Bangka,Kec. Mampang Prapatan,Kota Jakarta Selatan,3 Kamar Tidur,Luas Bangunan 173m,Hak Guna Bangunan,"Rp34,7 Jt/m²"
Rp920 Jt,Kel. Cawang,Kec. Kramatjati (Kramat Jati),Kota Jakarta Timur,1 Kamar Tidur,Luas Bangunan 63m,N/A,"Rp14,6 Jt/m²"
Rp378 Jt,Kel. Pejagalan,Kec. Penjaringan,Kota Jakarta Utara,2 Kamar Tidur,Luas Bangunan 32m,Sertifikat Hak Milik,"Rp11,8 Jt/m²"
Rp190 Jt,Kel. Kelapa Gading Timur,Kec. Kelapa Gading,Kota Jakarta Utara,2 Kamar Tidur,Luas Bangunan 35m,Sertifikat Hak Milik,"Rp5,4 Jt/m²"
Rp780 Jt,Kel. Karet Kuningan,Kec. Setiabudi (Setia Budi),Kota Jakarta Selatan,1 Kamar Tidur,Luas Bangunan 40m,N/A,"Rp19,5 Jt/m²"
Rp780 Jt,Kel. Karet Kuningan,Kec. Setiabudi (Setia Budi),Kota Jakarta Selatan,1 Kamar Tidur,Luas Bangunan 40m,N/A,"Rp19,5 Jt/m²"
"Rp1,1 M",Kel. Karet Kuningan,Kec. Setiabudi (Setia Budi),Kota Jakarta Selatan,2 Kamar Tidur,Luas Bangunan 60m,N/A,"Rp18,3 Jt/m²"
"Rp1,4 M",Kel. Karet Kuningan,Kec. Setiabudi (Setia Budi),Kota Jakarta Selatan,2 Kamar Tidur,Luas Bangunan 60m,N/A,"Rp24,2 Jt/m²"
"Rp1,3 M",Kel. Karet Kuningan,Kec. Setiabudi (Setia Budi),Kota Jakarta Selatan,2 Kamar Tidur,Luas Bangunan 60m,N/A,"Rp22,5 Jt/m²"
"Rp2,2 M",Kel. Karet Kuningan,Kec. Setiabudi (Setia Budi),Kota Jakarta Selatan,2 Kamar Tidur,Luas Bangunan 84m,N/A,"Rp26,2 Jt/m²"
Rp450 Jt,Kel. Cipinang Besar Selatan,Kec. Jatinegara,Kota Jakarta Timur,2 Kamar Tidur,Luas Bangunan 30m,Sertifikat Hak Milik,Rp15 Jt/m²
Rp350 Jt,Kel. Rawasari,Kec. Cempaka Putih,Kota Jakarta Pusat,1 Kamar Tidur,Luas Bangunan 21m,Hak Guna Bangunan,"Rp16,7 Jt/m²"
Rp875 Jt,Kel. Tanjung Priok,Kec. Tanjung Priok,Kota Jakarta Utara,2 Kamar Tidur,Luas Bangunan 48m,Hak Guna Bangunan,"Rp18,2 Jt/m²"
"Rp1,2 M",Kel. Tanjung Priok,Kec. Tanjung Priok,Kota Jakarta Utara,2 Kamar Tidur,Luas Bangunan 62m,N/A,"Rp19,4 Jt/m²"
Rp500 Jt,Kel. Pegadungan,Kec. Kalideres,Kota Jakarta Barat,1 Kamar Tidur,Luas Bangunan 21m,N/A,"Rp23,8 Jt/m²"
Rp400 Jt,Kel. Kalibata,Kec. Pancoran,Kota Jakarta Selatan,2 Kamar Tidur,Luas Bangunan 28m,Hak Guna Bangunan,"Rp14,3 Jt/m²"
Rp950 Jt,Kel. Pondok Labu,Kec. Cilandak,Kota Jakarta Selatan,1 Kamar Tidur,Luas Bangunan 40m,N/A,"Rp23,8 Jt/m²"
"Rp2,3 M",Kec. Kelapa Gading,Kota Jakarta Utara,N/A,2 Kamar Tidur,Luas Bangunan 58m,N/A,"Rp39,7 Jt/m²"
Rp250 Jt,Kel. Sunter Jaya,Kec. Tanjung Priok,Kota Jakarta Utara,Luas Bangunan 22m²,N/A,N/A,"Rp11,4 Jt/m²"
Rp800 Jt,Kec. Pulogadung (Pulo Gadung),Kota Jakarta Timur,N/A,2 Kamar Tidur,Luas Bangunan 42m,N/A,Rp19 Jt/m²
Rp475 Jt,Kel. Kebon Kosong,Kec. Kemayoran,Kota Jakarta Pusat,2 Kamar Tidur,Luas Bangunan 50m,Sertifikat Hak Milik,"Rp9,5 Jt/m²"
Rp10 M,Kel. Grogol Utara,Kec. Kebayoran Lama,Kota Jakarta Selatan,4 Kamar Tidur,Luas Bangunan 204m,Hak Guna Bangunan,Rp49 Jt/m²
Rp1 M,Kel. Tebet Timur,Kec. Tebet,Kota Jakarta Selatan,2 Kamar Tidur,Luas Bangunan 32m,Strata,"Rp31,3 Jt/m²"
Rp800 Jt,Kel. Kemayoran,Kec. Kemayoran,Kota Jakarta Pusat,2 Kamar Tidur,Luas Bangunan 48m,Strata,"Rp16,7 Jt/m²"
"Rp1,2 M",Kel. Kemayoran,Kec. Kemayoran,Kota Jakarta Pusat,2 Kamar Tidur,Luas Bangunan 57m,N/A,"Rp21,9 Jt/m²"
"Rp1,8 M",Kel. Tegal Alur,Kec. Kalideres,Kota Jakarta Barat,2 Kamar Tidur,Luas Bangunan 70m,Strata,"Rp25,7 Jt/m²"
"Rp1,4 M",Kel. Pademangan Timur,Kec. Pademangan,Kota Jakarta Utara,3 Kamar Tidur,Luas Bangunan 85m,Strata,"Rp16,5 Jt/m²"
Rp205 Jt,Kel. Kelapa Gading Timur,Kec. Kelapa Gading,Kota Jakarta Utara,2 Kamar Tidur,Luas Bangunan 35m,Sertifikat Hak Milik,"Rp5,9 Jt/m²"
"Rp4,5 M",Kel. Kembangan Selatan,Kec. Kembangan,Kota Jakarta Barat,3 Kamar Tidur,Luas Bangunan 25m,N/A,Rp180 Jt/m²
Rp390 Jt,Kel. Ancol,Kec. Pademangan,Kota Jakarta Utara,2 Kamar Tidur,Luas Bangunan 44m,Sertifikat Hak Milik,"Rp8,9 Jt/m²"
Rp950 Jt,Kel. Penjaringan,Kec. Penjaringan,Kota Jakarta Utara,3 Kamar Tidur,Luas Bangunan 92m,Strata,"Rp10,3 Jt/m²"
Rp350 Jt,Kel. Sunter Jaya,Kec. Tanjung Priok,Kota Jakarta Utara,2 Kamar Tidur,Luas Bangunan 35m,N/A,Rp10 Jt/m²
Rp900 Jt,Kel. Kebon Melati,Kec. Tanah Abang,Kota Jakarta Pusat,1 Kamar Tidur,Luas Bangunan 41m,Sertifikat Hak Milik,Rp22 Jt/m²
"Rp2,8 M",Kel. Tanjung Duren Selatan,Kec. Grogol Petamburan,Kota Jakarta Barat,3 Kamar Tidur,Luas Bangunan 147m,Sertifikat Hak Milik,Rp19 Jt/m²
Rp350 Jt,Kel. Rawajati (Rawa Jati),Kec. Pancoran,Kota Jakarta Selatan,2 Kamar Tidur,Luas Bangunan 35m,Strata,Rp10 Jt/m²
Rp850 Jt,Kel. Kemayoran,Kec. Kemayoran,Kota Jakarta Pusat,2 Kamar Tidur,Luas Bangunan 40m,Strata,"Rp21,3 Jt/m²"
Rp520 Jt,Kel. Cipinang Besar Selatan,Kec. Jatinegara,Kota Jakarta Timur,2 Kamar Tidur,Luas Bangunan 34m,Strata,"Rp15,3 Jt/m²"
Rp950 Jt,Kel. Pademangan Timur,Kec. Pademangan,Kota Jakarta Utara,2 Kamar Tidur,Luas Bangunan 51m,N/A,"Rp18,6 Jt/m²"
Rp950 Jt,Kel. Pademangan Timur,Kec. Pademangan,Kota Jakarta Utara,2 Kamar Tidur,Luas Bangunan 51m,N/A,"Rp18,6 Jt/m²"
"Rp1,6 M",Kel. Slipi,Kec. Pal Merah (Palmerah),Kota Jakarta Barat,3 Kamar Tidur,Luas Bangunan 117m,Sertifikat Hak Milik,"Rp13,7 Jt/m²"
Rp1 M,Kel. Cawang,Kec. Kramatjati (Kramat Jati),Kota Jakarta Timur,1 Kamar Tidur,Luas Bangunan 27m,N/A,Rp37 Jt/m²
Rp450 Jt,Kel. Rawajati (Rawa Jati),Kec. Pancoran,Kota Jakarta Selatan,2 Kamar Tidur,Luas Bangunan 33m,Sertifikat Hak Milik,"Rp13,6 Jt/m²"
Rp190 Jt,Kel. Kelapa Gading Timur,Kec. Kelapa Gading,Kota Jakarta Utara,2 Kamar Tidur,Luas Bangunan 35m,Sertifikat Hak Milik,"Rp5,4 Jt/m²"
Rp525 Jt,Kel. Kalibata,Kec. Pancoran,Kota Jakarta Selatan,2 Kamar Tidur,Luas Bangunan 23m,Hak Guna Bangunan,"Rp22,8 Jt/m²"
Rp450 Jt,Kel. Cengkareng Timur,Kec. Cengkareng,Kota Jakarta Barat,2 Kamar Tidur,Luas Bangunan 36m,Hak Guna Bangunan,"Rp12,5 Jt/m²"
"Rp2,2 M",Kel. Pasar Baru,Kec. Sawah Besar,Kota Jakarta Pusat,3 Kamar Tidur,Luas Bangunan 100m,Strata,Rp22 Jt/m²
Rp625 Jt,Kel. Duren Tiga,Kec. Pancoran,Kota Jakarta Selatan,1 Kamar Tidur,Luas Bangunan 33m,Sertifikat Hak Milik,"Rp18,9 Jt/m²"
"Rp6,3 M",Kel. Kramat Pela,Kec. Kebayoran Baru,Kota Jakarta Selatan,3 Kamar Tidur,Luas Bangunan 169m,Sertifikat Hak Milik,"Rp37,3 Jt/m²"
Rp410 Jt,Kel. Pesanggrahan,Kec. Pesanggrahan,Kota Jakarta Selatan,1 Kamar Tidur,Luas Bangunan 22m,Sertifikat Hak Milik,"Rp18,6 Jt/m²"
"Rp2,5 M",Kel. Pancoran,Kec. Pancoran,Kota Jakarta Selatan,2 Kamar Tidur,Luas Bangunan 133m,Hak Guna Bangunan,"Rp18,8 Jt/m²"
"Rp2,3 M",Kel. Kelapa Gading Barat,Kec. Kelapa Gading,Kota Jakarta Utara,3 Kamar Tidur,Luas Bangunan 100m,Sertifikat Hak Milik,Rp23 Jt/m²
"Rp5,5 M",Kel. Kemayoran,Kec. Kemayoran,Kota Jakarta Pusat,3 Kamar Tidur,Luas Bangunan 195m,N/A,"Rp28,2 Jt/m²"
"Rp1,3 M",Kel. Senen,Kec. Senen,Kota Jakarta Pusat,2 Kamar Tidur,Luas Bangunan 99m,Strata,"Rp13,1 Jt/m²"
"Rp1,3 M",Kec. Senen,Kota Jakarta Pusat,N/A,2 Kamar Tidur,Luas Bangunan 99m,N/A,"Rp13,1 Jt/m²"
Rp475 Jt,Kel. Pondok Bambu,Kec. Duren Sawit,Kota Jakarta Timur,2 Kamar Tidur,Luas Bangunan 50m,Sertifikat Hak Milik,"Rp9,5 Jt/m²"
"Rp1,2 M",Kel. Menteng Atas,Kec. Setiabudi (Setia Budi),Kota Jakarta Selatan,2 Kamar Tidur,Luas Bangunan 74m,Sertifikat Hak Milik,"Rp16,2 Jt/m²"
Rp700 Jt,Kel. Kebon Kosong,Kec. Kemayoran,Kota Jakarta Pusat,2 Kamar Tidur,Luas Bangunan 60m,Sertifikat Hak Milik,"Rp11,7 Jt/m²"
Rp260 Jt,Kel. Sunter Jaya,Kec. Tanjung Priok,Kota Jakarta Utara,1 Kamar Tidur,Luas Bangunan 22m,Strata,"Rp11,8 Jt/m²"
Rp595 Jt,Kel. Cipulir,Kec. Kebayoran Lama,Kota Jakarta Selatan,Luas Bangunan 23m²,Sertifikat Hak Milik,N/A,"Rp25,9 Jt/m²"
"Rp2,9 M",Kel. Senen,Kec. Senen,Kota Jakarta Pusat,4 Kamar Tidur,Luas Bangunan 300m,Hak Guna Bangunan,"Rp9,7 Jt/m²"
Rp645 Jt,Kel. Kuningan Timur,Kec. Setiabudi (Setia Budi),Kota Jakarta Selatan,Luas Bangunan 27m²,N/A,N/A,"Rp23,9 Jt/m²"
Rp695 Jt,Kel. Kuningan Timur,Kec. Setiabudi (Setia Budi),Kota Jakarta Selatan,Luas Bangunan 29m²,N/A,N/A,Rp24 Jt/m²
"Rp1,6 M",Kel. Kebon Jeruk,Kec. Kebon Jeruk,Kota Jakarta Barat,2 Kamar Tidur,Luas Bangunan 96m,Strata,"Rp16,7 Jt/m²"
"Rp1,8 M",Kel. Pondok Pinang,Kec. Kebayoran Lama,Kota Jakarta Selatan,2 Kamar Tidur,Luas Bangunan 135m,Hak Guna Bangunan,"Rp13,3 Jt/m²"
Rp210 Jt,Kel. Pluit,Kec. Penjaringan,Kota Jakarta Utara,Luas Bangunan 21m²,N/A,N/A,Rp10 Jt/m²
"Rp1,5 M",Kel. Kedoya Selatan,Kec. Kebon Jeruk,Kota Jakarta Barat,3 Kamar Tidur,Luas Bangunan 122m,Sertifikat Hak Milik,"Rp12,3 Jt/m²"
"Rp3,3 M",Kel. Mampang Prapatan,Kec. Mampang Prapatan,Kota Jakarta Selatan,3 Kamar Tidur,Luas Bangunan 132m,N/A,"Rp25,2 Jt/m²"
Rp750 Jt,Kel. Karet Tengsin,Kec. Tanah Abang,Kota Jakarta Pusat,1 Kamar Tidur,Luas Bangunan 38m,Strata,"Rp19,7 Jt/m²"
"Rp1,2 M",Kel. Karet Tengsin,Kec. Tanah Abang,Kota Jakarta Pusat,2 Kamar Tidur,Luas Bangunan 38m,Strata,"Rp32,9 Jt/m²"
Rp950 Jt,Kel. Karet Tengsin,Kec. Tanah Abang,Kota Jakarta Pusat,2 Kamar Tidur,Luas Bangunan 48m,Strata,"Rp19,8 Jt/m²"
"Rp1,1 M",Kel. Karet Tengsin,Kec. Tanah Abang,Kota Jakarta Pusat,2 Kamar Tidur,Luas Bangunan 48m,Strata,"Rp22,9 Jt/m²"
"Rp1,1 M",Kel. Karet Tengsin,Kec. Tanah Abang,Kota Jakarta Pusat,2 Kamar Tidur,Luas Bangunan 48m,Strata,"Rp22,9 Jt/m²"
"Rp1,1 M",Kel. Karet Tengsin,Kec. Tanah Abang,Kota Jakarta Pusat,2 Kamar Tidur,Luas Bangunan 48m,Strata,Rp24 Jt/m²
"Rp2,5 M",Kel. Menteng Atas,Kec. Setiabudi (Setia Budi),Kota Jakarta Selatan,3 Kamar Tidur,Luas Bangunan 133m,Sertifikat Hak Milik,"Rp18,8 Jt/m²"
"Rp5,7 M",Kel. Melawai,Kec. Kebayoran Baru,Kota Jakarta Selatan,3 Kamar Tidur,Luas Bangunan 177m,Sertifikat Hak Milik,"Rp32,5 Jt/m²"
Rp1 M,Kel. Kayu Putih,Kec. Pulogadung (Pulo Gadung),Kota Jakarta Timur,2 Kamar Tidur,Luas Bangunan 64m,N/A,"Rp15,6 Jt/m²"
Rp135 Jt,Kel. Pulo Gebang,Kec. Cakung,Kota Jakarta Timur,2 Kamar Tidur,Luas Bangunan 36m,Sertifikat Hak Milik,"Rp3,8 Jt/m²"
"Rp1,6 M",Kel. Slipi,Kec. Pal Merah (Palmerah),Kota Jakarta Barat,3 Kamar Tidur,Luas Bangunan 117m,Sertifikat Hak Milik,"Rp13,7 Jt/m²"
"Rp3,5 M",Kel. Melawai,Kec. Kebayoran Baru,Kota Jakarta Selatan,2 Kamar Tidur,Luas Bangunan 109m,N/A,"Rp32,1 Jt/m²"
"Rp2,6 M",Kel. Karet Kuningan,Kec. Setiabudi (Setia Budi),Kota Jakarta Selatan,2 Kamar Tidur,Luas Bangunan 72m,Sertifikat Hak Milik,"Rp36,1 Jt/m²"
Rp2 M,Kel. Pluit,Kec. Penjaringan,Kota Jakarta Utara,4 Kamar Tidur,Luas Bangunan 120m,Sertifikat Hak Milik,"Rp16,7 Jt/m²"
Rp500 Jt,Kel. Duren Tiga,Kec. Pancoran,Kota Jakarta Selatan,1 Kamar Tidur,Luas Bangunan 29m,N/A,"Rp17,2 Jt/m²"
Rp5 M,Kel. Karet Kuningan,Kec. Setiabudi (Setia Budi),Kota Jakarta Selatan,7 Kamar Tidur,Luas Bangunan 139m,Sertifikat Hak Milik,Rp36 Jt/m²
Rp200 Jt,Kel. Pulo Gebang,Kec. Cakung,Kota Jakarta Timur,2 Kamar Tidur,Luas Bangunan 43m,Strata,"Rp4,7 Jt/m²"
Rp325 Jt,Kel. Cipinang Besar Selatan,Kec. Jatinegara,Kota Jakarta Timur,1 Kamar Tidur,Luas Bangunan 28m,Sertifikat Hak Milik,"Rp11,6 Jt/m²"
"Rp1,5 M",Kel. Menteng Atas,Kec. Setiabudi (Setia Budi),Kota Jakarta Selatan,2 Kamar Tidur,Luas Bangunan 75m,Sertifikat Hak Milik,Rp20 Jt/m²
Rp375 Jt,Kel. Cakung Timur,Kec. Cakung,Kota Jakarta Timur,1 Kamar Tidur,Luas Bangunan 36m,Hak Guna Bangunan,"Rp10,4 Jt/m²"
Rp300 Jt,Kel. Kebagusan,Kec. Pasar Minggu,Kota Jakarta Selatan,Luas Bangunan 22m²,Hak Guna Bangunan,N/A,"Rp13,6 Jt/m²"
"Rp1,3 M",Kel. Gandaria Selatan,Kec. Cilandak,Kota Jakarta Selatan,Luas Bangunan 35m²,Sertifikat Hak Milik,N/A,"Rp37,1 Jt/m²"
Rp800 Jt,Kel. Jembatan Besi,Kec. Tambora,Kota Jakarta Barat,2 Kamar Tidur,Luas Bangunan 54m,Hak Guna Bangunan,"Rp14,8 Jt/m²"
Rp760 Jt,Kel. Kalideres,Kec. Kalideres,Kota Jakarta Barat,1 Kamar Tidur,Luas Bangunan 32m,N/A,"Rp23,8 Jt/m²"
Rp950 Jt,Kel. Cilandak Barat,Kec. Cilandak,Kota Jakarta Selatan,1 Kamar Tidur,Luas Bangunan 40m,Strata,"Rp23,8 Jt/m²"
"Rp1,4 M",Kel. Kebon Melati,Kec. Tanah Abang,Kota Jakarta Pusat,3 Kamar Tidur,Luas Bangunan 55m,Strata,"Rp26,4 Jt/m²"
Rp523 Jt,Kel. Cipinang Besar Selatan,Kec. Jatinegara,Kota Jakarta Timur,2 Kamar Tidur,Luas Bangunan 34m,N/A,"Rp15,4 Jt/m²"
"Rp16,5 M",Kel. Karet Tengsin,Kec. Tanah Abang,Kota Jakarta Pusat,4 Kamar Tidur,Luas Bangunan 340m,Sertifikat Hak Milik,"Rp48,7 Jt/m²"
"Rp3,8 M",Kel. Grogol Selatan,Kec. Kebayoran Lama,Kota Jakarta Selatan,3 Kamar Tidur,Luas Bangunan 195m,Hak Guna Bangunan,"Rp19,5 Jt/m²"
Rp550 Jt,Kel. Pademangan Timur,Kec. Pademangan,Kota Jakarta Utara,1 Kamar Tidur,Luas Bangunan 33m,Strata,"Rp16,7 Jt/m²"
Rp1 M,Kec. Tebet,Kota Jakarta Selatan,N/A,1 Kamar Tidur,Luas Bangunan 33m,N/A,"Rp30,3 Jt/m²"
"Rp2,4 M",Kel. Tanjung Duren Selatan,Kec. Grogol Petamburan,Kota Jakarta Barat,3 Kamar Tidur,Luas Bangunan 146m,N/A,"Rp16,4 Jt/m²"
Rp1 M,Kel. Duri Kosambi,Kec. Cengkareng,Kota Jakarta Barat,3 Kamar Tidur,Luas Bangunan 63m,Sertifikat Hak Milik,"Rp15,9 Jt/m²"
Rp1 M,Kel. Duri Kosambi,Kec. Cengkareng,Kota Jakarta Barat,3 Kamar Tidur,Luas Bangunan 68m,Sertifikat Hak Milik,"Rp15,4 Jt/m²"
Rp900 Jt,Kel. Kemayoran,Kec. Kemayoran,Kota Jakarta Pusat,2 Kamar Tidur,Luas Bangunan 49m,Hak Guna Bangunan,"Rp18,4 Jt/m²"
"Rp1,8 M",Kel. Tanjung Duren Selatan,Kec. Grogol Petamburan,Kota Jakarta Barat,4 Kamar Tidur,Luas Bangunan 70m,N/A,"Rp25,7 Jt/m²"
Rp800 Jt,Kel. Kelapa Gading Barat,Kec. Kelapa Gading,Kota Jakarta Utara,Luas Bangunan 28m²,N/A,N/A,"Rp28,6 Jt/m²"
"Rp2,8 M",Kel. Menteng Atas,Kec. Setiabudi (Setia Budi),Kota Jakarta Selatan,1 Kamar Tidur,Luas Bangunan 72m,Hak Guna Bangunan,"Rp38,9 Jt/m²"
"Rp1,2 M",Kel. Cakung Timur,Kec. Cakung,Kota Jakarta Timur,1 Kamar Tidur,Luas Bangunan 37m,Strata,"Rp32,4 Jt/m²"
Rp235 Jt,Kel. Pegangsaan Dua,Kec. Kelapa Gading,Kota Jakarta Utara,2 Kamar Tidur,Luas Bangunan 35m,Sertifikat Hak Milik,"Rp6,7 Jt/m²"
Rp300 Jt,Kel. Pluit,Kec. Penjaringan,Kota Jakarta Utara,2 Kamar Tidur,Luas Bangunan 30m,N/A,Rp10 Jt/m²
"Rp2,9 M",Kel. Senen,Kec. Senen,Kota Jakarta Pusat,4 Kamar Tidur,Luas Bangunan 300m,Hak Guna Bangunan,"Rp9,7 Jt/m²"
Rp32 M,Kel. Pulo,Kec. Kebayoran Baru,Kota Jakarta Selatan,4 Kamar Tidur,Luas Bangunan 453m,N/A,"Rp70,6 Jt/m²"
Rp350 Jt,Kel. Sunter Agung,Kec. Tanjung Priok,Kota Jakarta Utara,2 Kamar Tidur,Luas Bangunan 35m,N/A,Rp10 Jt/m²
Rp350 Jt,Kel. Sunter Jaya,Kec. Tanjung Priok,Kota Jakarta Utara,2 Kamar Tidur,Luas Bangunan 35m,N/A,Rp10 Jt/m²
Rp350 Jt,Kel. Sunter Jaya,Kec. Tanjung Priok,Kota Jakarta Utara,2 Kamar Tidur,Luas Bangunan 35m,N/A,Rp10 Jt/m²
Rp350 Jt,Kel. Sunter Jaya,Kec. Tanjung Priok,Kota Jakarta Utara,2 Kamar Tidur,Luas Bangunan 35m,N/A,Rp10 Jt/m²
"Rp2,9 M",Kel. Senen,Kec. Senen,Kota Jakarta Pusat,4 Kamar Tidur,Luas Bangunan 299m,Hak Guna Bangunan,"Rp9,9 Jt/m²"
"Rp3,2 M",Kec. Cilandak,Kota Jakarta Selatan,N/A,3 Kamar Tidur,Luas Bangunan 117m,N/A,"Rp27,4 Jt/m²"
Rp12 M,Kec. Kebayoran Baru,Kota Jakarta Selatan,N/A,4 Kamar Tidur,Luas Bangunan 275m,N/A,"Rp43,6 Jt/m²"
Rp810 Jt,Kec. Kalideres,Kota Jakarta Barat,N/A,2 Kamar Tidur,Luas Bangunan 48m,N/A,"Rp16,9 Jt/m²"
